Date,Username,User tag,Content,Mentions,link
"2021-03-20,16:56:14","timhc22","#9337","","","https://cdn.discordapp.com/attachments/801175268639113216/822936596474888192/unknown.png"
"2021-03-20,17:01:40","brantly.eth","#0","You can get myproject.eth. If you have myproject.xyz on DNS you can claim that on ENS","buan_thomas#0",""
"2021-03-20,17:02:06","brantly.eth","#0","Can you ping him in our normal ENS Discord?","timhc22#9337",""
"2021-03-20,17:19:52","timhc22","#9337","sure will do!","",""
"2021-03-20,17:27:18","timhc22","#9337","actually one more question <@!404096280307171328> , do you know of any way to pull down a list of ERC721 and ERC1155 tokens associated with a .eth address?  would one need to use something like the graph for that? I guess the complexity, is that (whatever system was doing it), would need to do this I think:

1. gather all the transactions for every ERC721/ERC1155 token which exists
2. filter out anything that isn't my ethereum wallet address
3. 'replay the remaining transactions to get the current 'state' of what I own","brantly.eth#0",""
"2021-03-20,17:27:54","timhc22","#9337","(if I'm understanding the challenge correctly)","",""
"2021-03-20,17:42:08","brantly.eth","#0","So first, your want to look up the ETH Address record of the ENS name. Then you'd be looking up NFTs associated with that. Beyond that, you'll have to ask someone else","timhc22#9337",""
"2021-03-20,17:46:16","timhc22","#9337","I think it involves something with reverse resolution or something https://docs.ens.domains/dapp-developer-guide/resolving-names#reverse-resolution","",""
"2021-03-20,18:30:04","brantly.eth","#0","Name.eth --> ETH address is just normal forward resolution","",""
"2021-03-20,18:30:42","brantly.eth","#0","Reverse resolution is if you have someone's Ethereum address and you look up to see if an ENS name is associated with it","",""
"2021-03-20,19:17:07","timhc22","#9337","yes that is what I need to do, but with any ERC721 token associated with an address, I guess that functionality is unique to ens tokens though?","brantly.eth#0",""
"2021-03-20,19:27:14","brantly.eth","#0","Ah I see. The way reverse resolution works wouldn't apply to other NFTs","",""
"2021-03-20,21:32:52","timhc22","#9337","useful to know thanks, I need this function for something else so useful to know I can use it to find out what address is associated with an ens","",""
"2021-03-20,23:30:31","ajb413","#0","Is there a thegraph query where I put in an ethereum address and the api returns the ens domain if it exists? I am trying to input my address and it keeps returning null. am I doing something wrong? https://thegraph.com/explorer/subgraph/ensdomains/ens

```graph
{
  account(id: ""0x705a9CD6Ff3aC3891362217F01670f6a38820Ff2"") {
    id
    domains {
      name
      id
    }
  }
}
```
returns
```json
{
  ""data"": {
    ""account"": null
  }
}
```","",""
"2021-03-20,23:36:04","brantly.eth","#0","Great question. Can you ask this in our normal ENS discord channel? https://discord.gg/AskZbFx","ajb413#0",""
"2021-03-20,23:37:21","brantly.eth","#0","Hey everyone! If you are applying for the ENS prize, awesome. We are not going to do demos on Sunday. Instead, please be sure that your project description page has a short description of how you used ENS to help me out. I will look through all the projects and pick the winners from what I can see there. Thanks!","",""
"2021-03-21,12:33:34","faraggi","#0","🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 

Hello ENS! 
We've applied to one of your prizes. We'd love to be considered 🙂

Name: hashink
Description: Hashink is the modern version of signing autographs for celebs! Awesome ux/ui, secondary market for residual dinero, transparent on blockchain, no greedy middlemen—wohooo!
Demo: https://www.youtube.com/watch?v=SDRL909UsZQ

https://hack.ethglobal.co/showcase/hashink-rechIlWuMbBysOmOJ

🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉","",""
"2021-03-21,12:40:19","scorp_only","#4131","Hi ENS, here's our hack!  We'd like to introduce - Souvenir.

Description: Souvenir enables cities and towns to issue unique local NFTs that individual travelers can collect and display in a digital passport, just like real travel stamps!

Demo: 
https://www.youtube.com/watch?v=VoVKiUm2yxk

Submission page: 
hack.ethglobal.co/showcase/souvenir-rec2RqjAuFeZTpuaC","",""
"2021-03-21,12:55:48","mnmli","#7427","Hi ens! I'd like to submit for judging NFTGlitch:
https://hack.ethglobal.co/showcase/nftglitch-recG8afT5hdlxravl
Demo: https://nftglitch.vercel.app/
Make web 1.0 webpages in web 3.0 style – integrate the decentralized NFT ecosystems into your own style. Fetch NFTs from platforms, call organized external APIs, and animate the webpage too for more fun.
We support ENS resolution for our backend functions rendering the NFTs in the page.","",""
"2021-03-21,13:20:29","anzcash","#0","We've just submitted our project 🙂 and in the green room now... 
                  Name: OURZ
                  Description: Making it easy for collaborators to mint, showcase and monetize their work in their own space for now and for future.
                  Demo: https://www.youtube.com/watch?v=5c_Ra59EVqQ","",""
"2021-03-21,13:28:59","anjelicaroses","#0","Name: Gloatbook
Description: Gloatbook is curated, aesthetic gallery and leaderboard for NFT Collectors and Artists
Demo: https://youtu.be/7XNL4L0M7ew

Submission Page: https://hack.ethglobal.co/showcase/gloatbook-rec0K7jI572W7mj3W","",""
"2021-03-21,13:29:54","anjelicaroses","#0","we used ENS <@!404096280307171328> ✨ 😄","brantly.eth#0",""
"2021-03-21,13:49:33","jennifertran.web3","#0","Hello ENS!

DynamicRare created a simple bonding curve for NFTs, a DeFi solution that allows users to buy an NFT from the curve and sell back into it. We were also going to route our site to an ENS domain so that creators can always have access to the bonding curve as a DeFi solution but we were unable to due to financial constraints. 

But still wanted you to check out our project! https://hack.ethglobal.co/showcase/dynamicrare-recU67th4eqm9GZvw","",""
"2021-03-21,14:43:57","Gyan0890","#9895","Hey folks, how do we present our project?","",""
"2021-03-21,14:45:04","jacobw","#0","Unfortunately ENS was not available for the judging session so please leave something like the above teams have","Gyan0890#9895",""
"2021-03-21,14:45:13","Gyan0890","#9895","Sure 🙂","",""
"2021-03-21,14:47:44","Gyan0890","#9895","Hey everyone! We are team Ethernaal with <@!488949464485330957> , <@!808420138301915226> , <@!751520168391213167>  and <@!113935301348425732> 🙂 Our project is aimed at creating a marketplace for a unique and niche set of arists/creators - Tattoo Artists. We have created NFT Designs that could be redeemed for actual designs created by artists. Each artist has a unique profile showcasing their previous work, their years of experience etc. Each of these artists will have an ENS to uniquely identify themselves and showcase their profile.","Bass It Up#6534、0xjm#5026、rishabh42#0、Paulisson#3385",""
"2021-03-21,14:47:50","Gyan0890","#9895","Here is our project link: https://hack.ethglobal.co/showcase/ethernaal-recs6esunglawyAZ7","",""
"2021-03-21,16:09:24","iNo_ (Lucas)","#1124","To give you a bit more insight on the use of ENS for our ""Souvenir"" project: we configured the souvenir.eth domain (on Rinkeby for now), and as we would have cities minting our NFTs,  we're planning to automatically setup subdomains for then under the format <city>.souvenir.eth so it is even more convenient for the users","scorp_only#4131",""
"2021-04-09,10:08:28","emilyhobbs","#0","Hello and welcome to the <#801175268639113216> channel

Feel free to reach out to the Team at any point with your questions! 🙌

cc <@!404096280307171328>","brantly.eth#0",""
"2021-04-12,11:36:31","thecreative.eth","#0","Hi Steve, we're looking into using dappquery for our platform. I'd love to pick you brain on some useful analytics","steve_pro.#0",""
"2021-04-12,14:55:26","emilyhobbs","#0","Hey everyone! 👋 

Just wanted to drop a quick intro & overview for ENS!

👀 **About**
ENS - Have one name for all your cryptocurrency wallets, a decentralised website, & more - with the security, censorship-resistance, and programmability of Ethereum.

🏆 **Prize Overview**
**ENS will be awarding their Prizes as follows:**

**$1,000 in ETH** to the best project to make use of the new L2 scaling system for ENS

**Demoed here:**
https://medium.com/the-ethereum-name-service/mvp-of-ens-on-l2-with-optimism-demo-video-how-to-try-it-yourself-b44c390cbd67

**See more on Prizes here:** 
https://www.notion.so/ethglobal/Prizes-Scaling-Ethereum-1d3a6c2966dd4d8fa679d78890f2f8a6

🔗** Important Links**
**Webpage**
https://ens.domains/

**Intro: Decentralized naming for wallets, websites, & more.**
https://docs.ens.domains/","",""
"2021-04-12,15:56:33","emilyhobbs","#0","","",""
"2021-04-19,08:00:12","dhruv9739","#0","<@!682637756274442245>   thanks , any dev  members from the ens are present in the hackathon channel ?","emilyhobbs#0",""
"2021-04-19,08:25:56","emilyhobbs","#0","cc <@!404096280307171328> 👀","brantly.eth#0",""
"2021-04-19,09:43:38","brantly.eth","#0","Hey! If you need help, ask in our normal discord channel https://discord.gg/AskZbFx","dhruv9739#0",""
"2021-05-25,11:10:59","emilyhobbs","#0","","","https://cdn.discordapp.com/attachments/801175268639113216/846767311720284160/unknown.png"
"2021-05-25,11:13:49","emilyhobbs","#0","Hello and welcome to the <#801175268639113216>  channel

Feel free to reach out to the Team at any point with your questions! 🙌

cc <@!404096280307171328>","brantly.eth#0",""
"2021-05-25,12:12:47","julien1972","#0","Hello <@!404096280307171328>  !","brantly.eth#0",""
"2021-05-25,12:49:54","thedarkjester.eth","#0","I likes me some ens","",""
"2021-05-25,18:23:36","xdrian","#0553","<@749598596164485120> ens is a necessity","4xroads#0",""
"2021-05-26,11:11:02","brantly.eth","#0","Hey! Just reiterating, if you need help, I recommend asking in our normal discord channel https://discord.gg/AskZbFx","",""
"2021-05-27,05:17:51","emilyhobbs","#0","Hey everyone 👋 

Just wanted to drop a quick intro & overview for **ENS**!

👀 **About**
ENS - Have one name for all your cryptocurrency wallets, a decentralised website, & more - with the security, censorship-resistance, and programmability of Ethereum.

🔗 **Important Links**

Webpage
https://ens.domains/

Intro: Decentralized naming for wallets, websites, & more.
https://docs.ens.domains/

🏆 **Prize Overview**

**See more on Prizes here: **
https://web3.ethglobal.co/prizes

***ENS will be awarding their Prizes as follows:***

$1,000 in ETH to the best project to make best use of  ENS.","",""
"2021-05-27,05:17:59","emilyhobbs","#0","","",""
"2021-05-27,11:48:22","Soleauchain","#2022","Hi guys ! do you have a dispute resolution mode for the domaine name on ETH ?","",""
"2021-05-27,14:05:05","brantly.eth","#0","There is none for .eth names","Soleauchain#2022",""
"2021-05-27,14:05:40","brantly.eth","#0","If you submit for the ENS prize, please explain somewhere on your project page exactly how you used it so I'm not searching for it, this will greatly increase your odds of winning our prize","",""
"2021-05-28,04:23:26","Soleauchain","#2022","Done thank you <@!404096280307171328>","brantly.eth#0",""
"2021-05-28,12:39:21","joelcodes","#0","Are ENS names only for wallet address or can it be used for say an IPFS Hash ?","",""
"2021-05-28,16:50:58","cyph.err","#0","you can add ipfs hash to the content field of the ens name","joelcodes#0",""
"2021-05-28,16:57:55","joelcodes","#0","Great to hear thank you","",""
"2021-05-28,20:11:38","brantly.eth","#0","Yes, that would go in the Content record","joelcodes#0",""
"2021-05-29,20:03:28","pentacle","#0","Hello - I have forgotten the other step to get this working - or is is that chrome just doesn't play nice with .eth names?","","https://cdn.discordapp.com/attachments/801175268639113216/848350866943508570/unknown.png"
"2021-05-29,20:04:29","pentacle","#0","ah! I see now - needs .link at the end `https://sockexplorer.eth.link/`","",""
"2021-05-29,20:17:49","beist","#0","We've just submitted our project 🙂

Name: dripshop
Description: Taking NFTs from metaverse to meatspace with a one-stop dripshop","",""
"2021-05-30,04:35:07","joelcodes","#0","We've just submitted our project 🙂 Thank you for helping put this hackathon together

Name: One MoMint
Description: One MoMint is a decentralized platform for capturing the moment in the form of an NFT. It does this by Snap Minting, which allows you to mint an image immediate after taking it.
Demo: https://www.youtube.com/watch?v=WXgPmlwW5wo","",""
"2021-05-30,07:00:15","Soleauchain","#2022","We've just submitted our project 🙂
                  Name: Tokenart
                  Description : Create a decentralized and opensource protocole for legal NFT : the TA-TO case : WRAPPED FONGIBLES TOKENS TO NFTs
                  Demo: https://youtu.be/TX3oKgqyJWE","",""
"2021-05-30,07:00:54","Soleauchain","#2022","We use ENS to give user identification proof on ETHEREUM through the following ENS : checkid.eth","",""
"2021-05-30,07:44:56","mohamed.mansour","#0","We are so excited to share with you 3mail! Decentralized email, using ENS to send email to anyone on the network. Uses IPFS as the main communication medium, and ENS to store DID in a TXT record for name resolution! We created a Web Email client and a SMTP server for existing native clients to read 3mail from the decentralized network!

So for example, we can send an email from `mohamed@mansour.eth` to `hello@ryan.eth` and it will arrive in our 3mail mail web client AND local Outlook Native App/Apple Mail app!","","https://cdn.discordapp.com/attachments/801175268639113216/848527397758566440/unknown.png"
"2021-05-30,09:43:56","pentacle","#0","We made a $SOCKS explorer in d3js – deployed using Fleek, hosted on IPFS with a nice ENS domain and a POAP : )
https://showcase.ethglobal.co/web3weekend/sock-explorer-by-pentacle
https://sockexplorer.eth.link/","",""
"2021-05-30,10:20:20","pentacle","#0","as we are on Nick-time (NZDT) we are submitting ours via the showcase and scuttling away to sleep now. We have used ENS in the project a) with our lovely domain name and b) have displayed those where they exist in our $SOCKS holders data set. Hope you enjoy!!","",""
"2021-05-30,10:54:25","Jimothy","#8368","We have ENS pointing to a content hash in IPFS that renders as a website fine, but ENS keeps reverting back to an older content hash every time we update it. Any ideas why?","",""
"2021-05-30,11:01:25","anudit","#0","We've just submitted our project 

Name: The Convo Space
Description: The Decentralized Conversation Layer of Internet, customizable plugins for apps connecting conversations and communities across the Internet.
Demo: https://www.youtube.com/watch?v=p5-jQy7vKk8","",""
"2021-05-30,12:47:44","viraj","#3203","We've just submitted our project 🙂

Name: Canva NFT Minter
Description: Canva NFT Minter allows the Canva users to publish their designs as NFT using the custom Canva Publish app
Demo: https://www.youtube.com/watch?v=rfyR_e5XOzE","",""
"2021-05-30,13:09:45",".keesvb","#0","We've just submitted our project 🙂
Name: OpenPID
Description: Creating globally unique and persistent identifiers (PIDs) and publishing accompanying metadata to facilitate open science
https://www.loom.com/share/6a1207b33fa644d5a1218675ececd1fa","",""
"2021-05-30,13:16:22","1723","#0","We've submitted our project: Mintlaab
Description: IPFS CID seed-based generative art NFT platform on top of Zora and using ENS as the username standard.
https://hack.ethglobal.co/web3weekend/teams/recxpYno4Z9ltNIrJ/reccjeNMBk6EvQL4J","",""
"2021-05-30,14:25:13","mohamed.mansour","#0","Hey they asked us to demo to the sponsor, is ENS watching demos?","",""
"2021-05-30,14:27:08","Catherine","#6155","ENS will get your projects via your submission only - no presentation needed 🙂","mohamed.mansour#0",""
"2021-05-30,15:17:39","brantly.eth","#0","Hmm that's weird. Are you confirming the change and submitting a txn for the change?","Jimothy#8368",""
"2021-05-30,15:53:42","Jimothy","#8368","Yup, MetaMask pops up when we try to change to the content path and we've put in something like `/ipfs/Qm...` then the transaction is confirmed, we open on etherscan and can watch it process. A minute later when it's done the link temporarily points to the hash we want but if you refresh the page it is the old hash again","brantly.eth#0",""
"2021-05-30,16:02:00","brantly.eth","#0","Hmm ok that's weird. Can you describe this problem in our normal ENS discord channel?","Jimothy#8368",""
"2021-05-30,16:02:19","brantly.eth","#0","https://discord.gg/AskZbFx","",""
"2021-05-30,17:41:24","Catherine","#6155","⭐️ENS⭐️
- OpenPID - $150 USD in ETH
- Sock Explorer by Pentacle - $150 USD in ETH
- The Convo Space - $150 USD in ETH
- One MoMint - $150 USD in ETH
- Canva NFT Minter - $150 USD in ETH","",""
"2021-05-30,18:14:57","pentacle","#0","thank you <:pentageo:842750278121160734>","",""
"2021-05-30,18:19:55","anudit","#0","Thanks a lot <:ENS:707232572048015462>","Catherine#6155",""
"2021-06-04,16:33:43","Catherine","#6155","","","https://cdn.discordapp.com/attachments/801175268639113216/850472409688440912/unknown.png"
"2021-06-11,05:50:21","emilyhobbs","#0","Hello and welcome to the <#801175268639113216> channel

Feel free to reach out to the Team at any point with your questions! 🙌

cc <@!404096280307171328>","brantly.eth#0",""
"2021-06-11,09:54:02","brantly.eth","#0","Hey everyone!

**Support Help**: If you have a question about ENS, please ask it in our normal Discord channel: https://discord.gg/AskZbFx

If you integrate ENS and submit for the ENS prize, **please explain on your project description page how you integrated ENS (could even be one sentence)**. If I have to go searching through your dapp for how you integrated ENS, you're unlikely to win our prize.

Two easy ways to integrate ENS:
- **Reverse Resolution**: If you display a 0x address anywhere (e.g. after the user connects their wallet), do a reverse look-up and display the user's ENS name in their reverse record instead: https://docs.ens.domains/dapp-developer-guide/resolving-names#reverse-resolution

- **Forward Resolution**: In any field in which a person might enter a cryptocurrency address, enable the user to also enter an ENS name: https://docs.ens.domains/dapp-developer-guide/resolving-names#looking-up-ethereum-addresses

- Lots of other things you could do with ENS so feel free to experiment or do more, but these two are easy and apply to most dapps","",""
"2021-06-11,10:08:48","emilyhobbs","#0","","",""
"2021-06-14,12:15:38","theo__","#9243","https://twitter.com/alexgausman/status/1404471771747684360?s=20","",""
"2021-06-15,05:09:09","matthewfontana","#0","Hey ENS crew 👋 from Streamr - we're big fans and have integrated ENS into our streaming data infrastructure so that anyone can create streams on top of their ENS names like a website URL","","https://cdn.discordapp.com/attachments/801175268639113216/854286395685470218/Screenshot_2021-06-15_at_11.06.56.png"
"2021-06-16,19:56:34","xbalbinus","#0","Hey everyone! 👋 

Just wanted to drop a quick intro & overview for ENS!

👀 About
ENS - Have one name for all your cryptocurrency wallets, a decentralized website, & more - with the security, censorship-resistance, and programmability of Ethereum.

🏆 Prize Overview
$150 USD in ETH to the 5 best projects to make use of ENS. 

Workshop:
https://www.youtube.com/watch?v=9DdL7AQgXTM

🔗 Important Links
**Webpage**

(https://ens.domains/)

**Intro: Decentralized naming for wallets, websites & more**

(https://docs.ens.domains/)","",""
"2021-06-17,06:27:05","emilyhobbs","#0","","",""
"2021-06-22,07:31:09","czhc","#0","Hello ENS, is it possible to set a new owner, plus change all controllers for subdomains to the new owner in a single call? i noticed when i setOwner(alice.eth) to a new user, my old user still retains controller access on all subdomains of alice.eth.
pardon me, can't find the docs for this","",""
"2021-06-25,10:29:39","leomarlo","#0","Hi ENS, nice to meet you 🙂 I would like to integrate ENS into a smart contract. Which is the ENS address? Is it 0x00000000000C2E074eC69A0dFb2997BA6C7d2e1e ? I also found this one 0x57f1887a8BF19b14fC0dF6Fd9B2acc9Af147eA85 . For instance to register a domain I have to interact with the BaseRegistrar, right? Going to the latter address 0x57f18...2e1e I find the following to functions
```
function register(uint256 id, address owner, uint duration) external returns(uint) {
      return _register(id, owner, duration, true);
    }
function registerOnly(uint256 id, address owner, uint duration) external returns(uint) {
      return _register(id, owner, duration, false);
    }
```
Ah I see, the first address is the registrar and the second one is the token address?

So for instance if I want to create a new ens domain I would have to call 
```
function register(uint256 id, address owner, uint duration) virtual external returns(uint);
```
with id being the keccak256 of the name, right? and suppose I would like to set a record of an existing ens domain, I would have to call this function?
```
function setRecord(bytes32 node, address owner, address resolver, uint64 ttl) external;
```
but whould I have to turn the domain name into bytes32 first? And the owner address is clear to me, that's mostly msg.sender, but the resolver address?","",""
"2021-06-28,10:01:53","brantly.eth","#0","hey everyone!","",""
"2021-06-28,10:02:14","brantly.eth","#0","If you need help, please ask in our normal ENS discord channel https://discord.gg/AskZbFx","",""
"2021-06-28,12:26:29","translate3d","#6235","I did it 😉","brantly.eth#0",""
"2021-06-28,23:03:55","brantly.eth","#0","hello! Thanks for your interest in the ENS prize!

If you submit for the ENS prize, a few things to know:
- Please explain in a sentence or two on your submission page exactly how you used ENS. If you don't, you'll have almost no chance of winning our prize because I'm not going to go searching for it.
- There will be no presentations. I will look at submissions myself and choose winners.

thanks! 👍👍👍","",""
"2021-06-29,01:32:22","translate3d","#6235","I will submit the SIGMA project for the ENS prize. The ENS wiki page contains detailed information about the ENS integration: https://github.com/translate3d/sigma/wiki/ENS","brantly.eth#0",""
"2021-07-01,16:13:57","oxmarco","#0","I've seen the https://github.com/ensdomains/react-ens-address module for decoding an ENS domain to a wallet address. Do you have anything working in reverse? I give an address and get the connected ENS domain name? Thanks","",""
"2021-07-04,11:45:37","mizukiso","#0","Hello, ENS teams! I have submitted the project wise for the ENS prize, this is cli tool for ENS like whois command. https://showcase.ethglobal.co/hackmoney2021/wise
As far as I know, I think there is no cli tool of ENS. Do you have something similar.....?","",""
"2021-07-05,03:14:02","joelcodes","#0","We just submitted our Project! Thanks ETHGlobal team 🙂                 
**Name:** fun-dPool
**Description:** fundPool allows sellers to fund the creation of an NFT in a way that allows for minimal gas fees and leverages fractionalized NFT ownership.
**Demo:** https://youtu.be/DB3O3dF9_JI          
                  
**Check out our project submission!**
https://hack.ethglobal.co/showcase/fun-dpool-recRB1tOXrBAgGEXM","",""
"2021-07-05,14:10:28","wmitsuda","#0","I described it in the project submission, but just making sure it is seem: I've just submitted Otterscan: https://showcase.ethglobal.co/hackmoney2021/otterscan","",""
"2021-07-05,14:11:09","wmitsuda","#0","It accepts ENS names when searching for addresses and it does reverse lookups on search results","",""
"2021-07-06,18:00:59","trozler","#0","We just submitted our Project! Thanks ETHGlobal team 🙂

Name: supersaiyan
Description: 
Supersaiyan is a decentralised platform that allows anyone to create a subscription service on ethereum in a just few clicks. 

We used ENS to automatically issue sub domains to subscription service providers. We did this by performing a DNSSEC ENS integration on supersaiyan.xyz. This was really cool as it meant that service providers could use their issued payment links http://trozler.supersaiyan.xyz/, as ENS names as well.

The use case was inspired by the argent wallet DNSSEC integration.

Demo: https://youtu.be/OIPjxV0EaXE

Check out our project submission!
https://showcase.ethglobal.co/hackmoney2021/supersaiyan","",""
"2021-07-21,15:04:41","thecreative.eth","#0","Hi <@!404096280307171328> I'm having issues with adding Snapshot as a record on ENS","brantly.eth#0",""
"2021-07-21,15:08:16","brantly.eth","#0","hey! you can get help in our normal discord 
https://discord.gg/AskZbFx","thecreative.eth#0",""
"2021-07-23,07:28:35","emilyhobbs","#0","","","https://cdn.discordapp.com/attachments/801175268639113216/868092222678130708/unknown.png"
"2021-07-26,08:29:17","emilyhobbs","#0","Hello and welcome to the <#801175268639113216> channel

Feel free to reach out to the Team at any point with your questions! 🙌

cc <@!404096280307171328>","brantly.eth#0",""
"2021-07-29,10:39:58","joelcodes","#0","Howdy, is there ENS support on MATIC network ?","",""
"2021-07-29,10:42:32","emilyhobbs","#0","cc <@!404096280307171328> 👀","brantly.eth#0",""
"2021-07-29,11:05:27","brantly.eth","#0","hey! there isn't right now. if you have further questions, feel free to get help in our normal discord channel https://discord.gg/AskZbFx","joelcodes#0",""
"2021-08-01,19:25:41","AllyAlejandra","#7145","<@526532354265710602> <@!404096280307171328>  Thanks for asking Joel! Thanks Bradley for pointing the way.","brantly.eth#0、joelcodes#0",""
"2021-08-03,15:20:25","AllyAlejandra","#7145","Hey , I’m Alejandra. I’m participating in #HackFS. I had to 180 pivot, in last 24 hours. 

I have a new idea. I believe I can integrate with your tech, compose with it. Is anyone as a sponsor, able to chat? I can run you through what I have as idea. The feedback on best and worse case scenarios of integration with your tech would be extremely valuable :)! 

FYI…I have a hard time scrolling in Discord 😦 

Could you DM me instead? Thank you in advance :)!","",""
"2021-08-03,17:23:53","brantly.eth","#0","Hey! You can get help in our normal ENS Discord channel here: https://discord.gg/AskZbFx","AllyAlejandra#7145",""
"2021-08-03,20:55:52","AllyAlejandra","#7145","Need Guidance: engaging Collaboration","","https://cdn.discordapp.com/attachments/801175268639113216/872281652137705472/message.txt"
