AuthorID,Author,Date,Content,Attachments,Reactions
"896760490628350002","hitesh7449","02/07/2023 6:35 pm","If I cross-chain my assets from arbitrum layer3 to arbitrum layer2, do I need to wait seven days?","",""
"1034067746935287839","Joemoe#1762","02/07/2023 8:53 pm","It shouldn't be necessary. Just like nova, one. It's more of a bridge through the ecosystem app bridge.","",""
"815628905406791730","mojchain","02/07/2023 9:40 pm","I am eligible and I am not claimed That because my wallet been hacked from bot 

I knew that my wallet have problem  on that time
What I have to do??","",""
"350285821540302849","harute9933","03/07/2023 3:59 am","","https://cdn.discordapp.com/attachments/1116812793606328340/1125191435508002877/image.png",""
"911041652553023508","pikamoon_support.","03/07/2023 3:59 am","What’s the issues?","",""
"350285821540302849","harute9933","03/07/2023 4:01 am","When i try to bridge my funds to other network it fails when i have enough gas for it. Failed when moving to other addresses as well","",""
"911041652553023508","pikamoon_support.","03/07/2023 4:01 am","Message me with the issues screenshot","",""
"350285821540302849","harute9933","03/07/2023 4:01 am","It keeps showing up as this","https://cdn.discordapp.com/attachments/1116812793606328340/1125192091883032576/image.png",""
"350285821540302849","harute9933","03/07/2023 4:07 am","@Ricardo__Gordon | Arbitrum","",""
"828261986751086592","ricardo__gordon","03/07/2023 4:09 am","Either you don't have enough eth in your wallet to cover for gas fees or you need to change this into ""market""","https://cdn.discordapp.com/attachments/1116812793606328340/1125194091412590733/image.png",""
"350285821540302849","harute9933","03/07/2023 4:14 am","Problem resolved, thank you so much!!!!","",""
"828261986751086592","ricardo__gordon","03/07/2023 4:14 am","Glad to help 👍","",""
"896760490628350002","hitesh7449","03/07/2023 8:11 am","No fraud proof on the layer3?","",""
"1082402627444297738","fari049","03/07/2023 3:36 pm","What should I buy to vote?
On which shell?","",""
"274730732818268161","rooo555","03/07/2023 3:45 pm","please check the guides: https://docs.arbitrum.foundation/dao-glossary#arb","",""
"274730732818268161","rooo555","03/07/2023 3:46 pm","https://docs.arbitrum.foundation/how-tos/vote-dao-proposals","",""
"862245795722297354","0xanders","03/07/2023 6:08 pm","","https://cdn.discordapp.com/attachments/1116812793606328340/1125405281300521030/image.png",""
"862245795722297354","0xanders","03/07/2023 6:09 pm","Is the ""Customizable fee token"" feature available now?","",""
"605454912956137507","DevWeb#8018","03/07/2023 10:42 pm","What is the contract size limit for Nova?","",""
"605454912956137507","DevWeb#8018","03/07/2023 10:42 pm","It seems it is 24kb for Arb. One
Is it the same for Nova?","",""
"781046902665379860","JasonWan#9935","04/07/2023 7:57 am","It’s the same","",""
"781046902665379860","JasonWan#9935","04/07/2023 8:02 am","Yes, it’s available, anyone can customize it.","","👍 (1)"
"896760490628350002","hitesh7449","04/07/2023 8:03 am","@Jason Wan | Offchain Labswhen i transfer my asset from orbit to arbitrum,is there a fault proof?","",""
"896760490628350002","hitesh7449","04/07/2023 10:43 am","yep","",""
"781046902665379860","JasonWan#9935","04/07/2023 12:04 pm","Yes, it has.","",""
"862245795722297354","0xanders","04/07/2023 2:00 pm","Cool, is there a doc URL about ""Customizable fee token"" ?","",""
"862245795722297354","0xanders","04/07/2023 2:16 pm","Or is there some demo code about ""Customizable fee token"" ?","",""
"781046902665379860","JasonWan#9935","04/07/2023 2:39 pm","cc @Mehdi Salehi | Offchain Labs","",""
"1018669773325860896","0xmenna","05/07/2023 4:36 pm","Is there a way to customize some aspects of orbit chains directly modifying the base chain contracts ?","",""
"1018669773325860896","0xmenna","05/07/2023 4:41 pm","For example, I would like that only one specific evm account can make transactions in the orbit chain","",""
"1062418969346179245","josefp","05/07/2023 6:20 pm","Yes, you can customise as much as you like the codebase (node software or contracts)","",""
"159985870458322944","MEE6#4876","07/07/2023 12:37 am","","",""
"1018669773325860896","0xmenna","07/07/2023 9:00 pm","How to ensure that the sequencer does not censor transactions ? Without trusting only it’s promise ?","",""
"992455768404148224",".mehdisalehioffchainlabs","07/07/2023 10:08 pm","We explain it here:
https://developer.arbitrum.io/sequencer

You can submit your tx directly bypassing sequencer. If sequencer doesn’t even pick it up there, you can force include it, so completely bypass sequencer","","👍 (4),🇵🇱 (1),🇺🇦 (1)"
"945548738607321089","adamdigitex","18/07/2023 8:14 pm","Can I configure my own block time on my L3 Orbit chain or does it depend on which L2 I’m settling on? For example, can I configure a 1 second block time but settle onto One?","",""
"945548738607321089","adamdigitex","18/07/2023 8:18 pm","And can I use all Arbitrum One tokens on my L3 Orbit chain if it settles on One or does every token need to be bridged to my L3?","",""
"945548738607321089","adamdigitex","18/07/2023 10:50 pm","I’m guessing I have to bridge all tokens between my L3 and Arb One, that’s done through the official bridge app right","",""
"945548738607321089","adamdigitex","18/07/2023 11:54 pm","But I can’t find any info in the docs about whether I can configure the block time to be faster than the block time of the underlying Arb One chain","",""
"808863308224528424","chrisco512","19/07/2023 2:00 am","yes when you deploy an L3, a bridge from L2 <-> L3 will be deployed as well, and tokens are bridged through that","",""
"808863308224528424","chrisco512","19/07/2023 2:04 am","right now it's fixed at minimum of 250 ms block time, but new blocks only post whenever a new transaction posts; in future upgrade, we will make this configurable; and no, its not dependent on the L2 block time that it's deployed on","",""
"945548738607321089","adamdigitex","19/07/2023 2:10 am","Ok that sounds great thanks for the reply","",""
"945548738607321089","adamdigitex","19/07/2023 2:37 am","Do transactions on my L3 have instant Time to Finality as soon as they are included in a block? Or is there some kind of chain reorg possibility?","",""
"808863308224528424","chrisco512","19/07/2023 5:26 am","Depends on the definition of finality; do you need to know for sure that a transaction will not be disputed via fraud proof? or just know that your call is provable?","",""
"945548738607321089","adamdigitex","19/07/2023 6:03 am","I guess just provable. The transaction would be a bet placed so I just need to know that it won’t just disappear for some reason and that I can take actions based on its finality","",""
"945548738607321089","adamdigitex","19/07/2023 6:06 am","I want to keep the game going and not have to wait 30 seconds or several minutes for confirmation","",""
"945548738607321089","adamdigitex","19/07/2023 7:32 pm","For example, using Polygon I would have to wait 32 blocks to be certain that a chain reorg won’t cause the transaction to disappear. On my L3 is there any similar possibility of the transaction disappearing after the sequencer has soft confirmed it?","",""
"808863308224528424","chrisco512","19/07/2023 9:12 pm","reorgs are rare on Arbitrum; you could consider it ""final enough"" as soon as the validator has ordered and published the transaction on its feed (which is technically shorter than even 1 block), as long as you trust the validator.  there's various levels of caution you could exercise, if the transaction's value carries a great deal of weight.","",""
"808863308224528424","chrisco512","19/07/2023 9:15 pm","if it's your own L3, then the validator will most likely be run by a third party that you trust. if you want to wait until there's contractual proof of the tx, you can wait until the Sequencer posts the sequence of transactions to L2 (in practice, likely every few minutes)","",""
"945548738607321089","adamdigitex","19/07/2023 10:02 pm","Thanks for the reply. One more question (sorry I just discovered Orbit and am blown away by the prospect of building my own blockchain) On my own L3 I will be running the sequencer correct? So this means my costs for running my L3 are the validator rewards and the gas cost of posting the sequence of transactions to L2 every few minutes?","",""
"945548738607321089","adamdigitex","20/07/2023 4:07 am","In your QuickStart: Launch an Orbit chain docs your prerequisites say I need at least 1.5 Goerli ETH to cover gas costs. But Alchemy only gives away 0.02 Goerli ETH per day and quiknode gives 0.05 per day. From where can I get 1.5?","",""
"945548738607321089","adamdigitex","20/07/2023 4:44 am","No worries I found some, you can buy unlimited amounts of Goerli ETH at testnetbridge dot com it costs $0.19 per token","","🙏 (1)"
"1046302371065638962","sktusharkhan2","20/07/2023 7:48 am","Need help","",""
"1046302371065638962","sktusharkhan2","20/07/2023 7:48 am","anybody here","",""
"1075965823467933837","joshc__","20/07/2023 10:08 am","What’s up Buddy","",""
"964529281365602384","0x_jp","20/07/2023 12:59 pm","Hey I'm building L3 orbit chain locally. How do I set the batch posting period (intervals) of Batch Posters? I guess it is set to default value of 1 hour, but cannot find how to customize it. I tried to change 'futureBlocks' and 'futureSeconds' from 'SequencerInbox.MaxTimeVariation' while calling `RollupCreator.createRollup` function, with `config` argument -- but it didn't work. Anyone can help me? 🥹","",""
"159985870458322944","MEE6#4876","20/07/2023 1:05 pm","","",""
"964529281365602384","0x_jp","20/07/2023 1:05 pm","I also looked at nitro codebase to see if there's somewhere I can configure the period of Batch Poster, posting L3 Tx batches, but failed. I thought it is somewhat related to `BatchPollDelay` from `arbnode/batch_poster.go` but couldn't find exactly how to set the batching intervals. Am I missing something here?","",""
"165550481156866048","plasmapower","20/07/2023 8:18 pm","I think it's called BatchPostingDelay or something? Run the node with --help and look at the batch poster options. I think it's called something delay","",""
"165550481156866048","plasmapower","20/07/2023 8:18 pm","It's a command line argument to set it","",""
"1117045969805119548","pokerino00","20/07/2023 8:20 pm","Yes you can","",""
"1117045969805119548","pokerino00","20/07/2023 8:20 pm","What is the issue","",""
"808863308224528424","chrisco512","20/07/2023 8:24 pm","most likely a service provider will be running your sequencer; unless you are very experienced at dev ops, it's highly advisable to delegate that responsibility as managing uptime, load balancing, etc can be challenging if your app hits significant adoption.","",""
"808863308224528424","chrisco512","20/07/2023 8:26 pm","you are correct on what the basic costs are (other than infrastructure cost)","",""
"964529281365602384","0x_jp","20/07/2023 9:08 pm","Thank you so much it helped me a lot 🙂","",""
"945548738607321089","adamdigitex","21/07/2023 9:35 am","I’ve deployed successfully and cloned the orbit-setup-script from GitHub but struggling with Docker. Do you have an example Dockerfile I could use for the setup?","",""
"683912641902936125","royansroyce#7123","21/07/2023 3:11 pm","hey, i'm trying to start an Orbit Layer 3 network on Arbitrum Goerli using the public preview guide. 

I've deployed all the `orbit-setup-script` howver when i look at `docker logs nitro` 

I'm seeing:
```
Fatal configuration error: unable to create chain directory: mkdir /home/user/.arbitrum/Layer3: permission denied
```

This is in the container logs is anyone having any issues here?","",""
"683912641902936125","royansroyce#7123","21/07/2023 4:05 pm","Never mind! this is my issue, I think it's because I've setup the `orbit-setup-script`  as `root` so when docker runs, it does not have permissions over the volume mount at all","",""
"683912641902936125","royansroyce#7123","21/07/2023 5:12 pm","all fixed! it was extremely smooth process to deploy a layer3 testnet chain using the orbit scripts. 

I have some feedback at the very end step:
1. we specificly require node v16 (my version of ubuntu targets v12)
2. If you bump into permission erros, check that the container can access the filesystem on the volume mount. most likely you created the ./config directory as `root`
lastly the steps to setup the rollup contracts simply say:
```
PRIVATE_KEY=""blah"" L2_RPC_URL=""https://bla..."" L3_RPC_URL=""http://blah..."" yarn run setup
```

I suspect might be missing instructions to first issue `yarn install` to install the node modules

secondly the command implies it's a 1 liner command, where as this actually needs to be more like:
```
export PRIVATE_KEY=""blah""
export L2_RPC_URL=""https://bla...""
export L3_RPC_URL=""http://blah..."" 
yarn run setup
```

since the script is expecting environment variables","","👍 (2)"
"945548738607321089","adamdigitex","21/07/2023 10:07 pm","I’ve only ever created a Dockerfile that uses npm, any chance you can post the code needed to run yarn in my Dockerfile?","",""
"945548738607321089","adamdigitex","22/07/2023 12:06 am","no worries I figured out Dockerfile and successfully ran `docker-compose up -d`","",""
"159985870458322944","MEE6#4876","22/07/2023 12:13 am","","",""
"945548738607321089","adamdigitex","22/07/2023 12:14 am","am trying to post the error I get next but the bot wont let me","",""
"945548738607321089","adamdigitex","22/07/2023 12:15 am","`Running ethDeposit Script to Deposit ETH from Arbitrum Goerli to your account on appchain ... 💰💰💰💰💰💰
Error occurred: Error: could not detect network (event=""noNetwork"", code=NETWORK_ERROR, version=providers/5.7.2)`","",""
"945548738607321089","adamdigitex","22/07/2023 12:19 am","presumably it means my localhost 8449 RPC address, do I need to enter my RPC address somewhere to fix this error?","",""
"945548738607321089","adamdigitex","22/07/2023 12:57 am","My RPC address is in this command so it should be picked up from that in the ethDeposit Script `PRIVATE_KEY=""0xYourPrivateKey"" L2_RPC_URL=""goerli-url"" L3_RPC_URL=""localhost-8449-url"" yarn run setup`","",""
"945548738607321089","adamdigitex","22/07/2023 12:58 am","I have the correct address in the real command I had to edit the above so the bot allows me to post it","",""
"945548738607321089","adamdigitex","22/07/2023 4:31 am","in the setup.ts file this isn't working: `const L3Provider = new ethers.providers.JsonRpcProvider(L3_RPC_URL)`","",""
"945548738607321089","adamdigitex","22/07/2023 4:32 am","is it something to do with L3_RPC_URL being a http instead of https? I'm on iMac","",""
"945548738607321089","adamdigitex","22/07/2023 4:37 am","so I get as far as this console message and then it breaks because L3Provider is not set: 
`console.log(
      'Running ethDeposit Script to Deposit ETH from Arbitrum Goerli to your account on appchain ... 💰💰💰💰💰💰'
    )
    const oldBalance = await L3Provider.getBalance(config.chainOwner)
    await ethDeposit(privateKey, L2_RPC_URL, L3_RPC_URL)`","",""
"945548738607321089","adamdigitex","22/07/2023 4:52 am","I fixed it. The issue was the docs said to enter my RPC url localhost:8459 which didnt work but it worked when I used 127.0.0.1:8459","",""
"945548738607321089","adamdigitex","22/07/2023 6:00 am","my L3 chain is running and producing blocks 🙂 Couple of issues with the block explorer: 

The block explorer purple top header area doesn't update

When I go to a smart contract address and click to the Code tab and then click on Verify and Publish the page shows an Internal Server Error message. I need to be able to verify my smart contracts so I can listen to emitted events from them","",""
"1104910065795879043","layerxceo","22/07/2023 6:10 am","Mind sharing your explorer? I haven't got my l3 to run yet","",""
"945548738607321089","adamdigitex","22/07/2023 6:11 am","I cant its only running on localhost:4000","",""
"1104910065795879043","layerxceo","22/07/2023 6:12 am","Oh no worries I'm trying to run on a VPS","",""
"945548738607321089","adamdigitex","22/07/2023 6:13 am","I'm on iMac. It was all pretty straightforward apart from the few hurdles with Dockerfile and having to use 127.0.0.1 instead of localhost","",""
"1104910065795879043","layerxceo","22/07/2023 6:27 am","Ook I'll try on server thanks","",""
"1104910065795879043","layerxceo","22/07/2023 9:01 am","Can anyone from team tell me if possible to go mainnet with arb L3? App specific","",""
"1104910065795879043","layerxceo","22/07/2023 12:13 pm","Anyone getting this error ``` Error occurred: Error: could not detect network (event=""noNetwork"", code=NETWORK_ERROR, version=providers/5.7.2)  reason: 'could not detect network',
  code: 'NETWORK_ERROR',
  event: 'noNetwork' ```","",""
"945548738607321089","adamdigitex","22/07/2023 12:22 pm","yes that was happening to me because I was using http:// localhost:8449 as my RPC in the yarn setup command. Use http:// 127.0.0.1:8449 instead and it will work","",""
"1104910065795879043","layerxceo","22/07/2023 12:42 pm","I got same error ```   reason: 'could not detect network',
  code: 'NETWORK_ERROR',
  event: 'noNetwork' ```","",""
"683912641902936125","royansroyce#7123","23/07/2023 2:04 pm","i think when i set mine up it just worked without changing the name localhost to an ip","",""
"1104910065795879043","layerxceo","24/07/2023 7:05 am","I am trying to run on a VPS you try on server?","",""
"945548738607321089","adamdigitex","25/07/2023 1:07 am","I need to see the decoded input data for transactions on my L3 but the block explorer's verify contract page is still an Internal server error message. Any ETA on when this will be fixed?","",""
"992455768404148224",".mehdisalehioffchainlabs","25/07/2023 5:19 am","You can query your node via debugging rpc methods to have it","",""
"945548738607321089","adamdigitex","25/07/2023 5:34 am","But I need end users to be able to go to the transaction page and see the decoded input data to verify it against another source.","",""
"1065065191684976678","kohoshiro","25/07/2023 12:32 pm","just wondering for Orbit/L3, do we have a provider like conduit  for OP?","",""
"901068420764807178","atharv181","25/07/2023 10:30 pm","I have created L3 and was trying to transfer my funds from l2 to l3 using bridge address provided but it is not working then how to transfer funds?","",""
"901068420764807178","atharv181","25/07/2023 10:33 pm","When I check on explorer gas limit was predicted correctly and I got this error 
Warning! Error encountered during contract execution [execution reverted]","",""
"973687293355384842",".morotech","26/07/2023 5:44 am","Have you been directed yet on what to do?","",""
"901068420764807178","atharv181","26/07/2023 9:02 am","Not yet","",""
"781046902665379860","JasonWan#9935","26/07/2023 10:05 am","Do you want to transfer erc20 or ethers?","",""
"901068420764807178","atharv181","26/07/2023 10:07 am","I want ethers to transfer on l3","",""
"785365765645008957","sfffffff#5418","26/07/2023 11:23 am","Apologies if this has already been asked before. when I try to trace a transaction on arbitrum-one. the json rpc respond have fields like beforeEVMTransfers and afterEVMTransfers.

May I know what the field imply? is it related to l1 -> l2?","",""
"1104910065795879043","layerxceo","26/07/2023 11:56 am","I am building provider raas.build","",""
"781046902665379860","JasonWan#9935","26/07/2023 11:59 am","So you need to call your inbox address with function depositEth.","",""
"781046902665379860","JasonWan#9935","26/07/2023 12:01 pm","It may help you: https://discord.com/channels/585084330037084172/859511259183448084/1079908966160674856","","🙌 (1)"
"781046902665379860","JasonWan#9935","26/07/2023 12:02 pm","Hey, could you send an email to partnerships@offchainlabs.com ?","",""
"1104910065795879043","layerxceo","26/07/2023 12:16 pm","I have emailed from team at raas.build Thank you","",""
"901068420764807178","atharv181","26/07/2023 12:30 pm","On Arbitrum scan I pasted the address of inbox it is not showing the depositEth","",""
"901068420764807178","atharv181","26/07/2023 12:31 pm","I can only see these functions","",""
"901068420764807178","atharv181","26/07/2023 12:31 pm","","https://cdn.discordapp.com/attachments/1116812793606328340/1133655409559883847/image.png",""
"781046902665379860","JasonWan#9935","26/07/2023 1:32 pm","This is proxy contract, you need click `is this proxy` to let arbiscan know it is proxy contract. Or you can verify it here: https://arbiscan.io/proxyContractChecker","",""
"901068420764807178","atharv181","26/07/2023 1:38 pm","Okay thank you","",""
"901068420764807178","atharv181","26/07/2023 1:39 pm","Now I am able to bridge the eth but how to transfer erc 20tokens","",""
"781046902665379860","JasonWan#9935","26/07/2023 2:43 pm","Call gateway router, it will be more difficulty than ethers, you can see tutorial here: https://github.com/OffchainLabs/arbitrum-tutorials/tree/master/packages/token-deposit","",""
"1104910065795879043","layerxceo","26/07/2023 2:57 pm","Is the Orb L3 not meant to be ran on server side?  Local host no issue. Thank you","",""
"901068420764807178","atharv181","26/07/2023 4:00 pm","Okay will try","",""
"1062418969346179245","josefp","26/07/2023 4:47 pm","Hey, you should be able to run it on a VPS (I'm assuming that's where you're testing the deployment, right?)
In what step are you blocked and what error are you getting?","",""
"1104910065795879043","layerxceo","27/07/2023 4:26 am","Im getting this error on last step ```  reason: 'could not detect network',
  code: 'NETWORK_ERROR',
  event: 'noNetwork'  ```","",""
"1104910065795879043","layerxceo","27/07/2023 4:27 am","our Provider Launchpad dashboard is complete we are working on one click server side and auto SSL","",""
"781046902665379860","JasonWan#9935","27/07/2023 7:36 am","Did you open the related port?","",""
"1104910065795879043","layerxceo","27/07/2023 9:06 am","Running smoothly!! 🙌🏾💪🏾 thanks @Jason Wan | Offchain Labs  In our user dashboard we want to give the option to connect to ""our"" Testnet chain id or have there own chain id. Do you know if it's possible to have multiple chains connect to the same L3 chain id? Thank you","",""
"781046902665379860","JasonWan#9935","27/07/2023 9:19 am","It depends on your wallet, but mostly yes, metamask support different rpc url for the same chain id, but you need to specific the Name to avoid click wrong.","",""
"1104910065795879043","layerxceo","27/07/2023 9:29 am","I'm sry I phrased that incorrectly.  I mean for other L3 to settle on ""our"" L3 if that  make sense? Think of it being like what Arbitrium is doing. Getting fees from L3 chains. I'm trying to see a way or know what to modify to basically be a ""L4"" if that make sense ?","",""
